reviews,Performance and Stability,Payment,Content,Satisfaction
Dengan adanya vidio ini sangat membantu sy menonton apa yg sy inginkan dan apa yg tertunda dapat sy liat di vidio,,,,pos
bagus cuy.....wajib download nih yg kyk gini.....,,,,pos
sial udah berlangganan tp gak bisa kebuka,neg,,,
"Kmaren enak bisa beli antar bank, sekarang wadud susah x luar biasa",,neg,,
Ini apk pepek gak keluar siaran nya cuma nonton garis v😠,neg,,,neg
Aplikasi video memang bagus banget 😊,,,,pos
Aplikasi ini sangat terbaik semoga aplikasi ini di download 900.000jt orang yang men download nya.,,,,pos
Film nya setengah setengah gak komplite,,,neg,
Sudah bayar paket premier tp ga aktif²..payah nih nyesel saya udah bayar,,neg,,neg
"Aplikasi Sampah, Definisi Murah adalah murahan",,,,neg
Udah beli paket tapi gak bisa nonton.,,neg,,
ok filmnya bagus dan jernih,pos,,,
"Sudah isi untuk berlangganan tp gk bisa, isi sampe 2 x gk bs, di komplain berhari2 gk ada jawaban uda gila makan duit org? Lg susah bgt butuh duit sampe 40ribu doang ditilep? Anda balas ksh laporan?saya uda lapor berhari2 gk ada respon sampe skrg makanya saya ksh ulasan disini",,neg,,neg
"Keren suka sama aplikasinya, terimakasih Vidio🥰🥰",,,,pos
Aplikasi apaan banyak iklanya segalanya bayar huuuuuuuuuu,,neg,neg,neg
Nonton tv dimana aja iya pakek vidio donk aplikasi yg sagat membantu ..trimakasih,,,,pos
"Sudah bayar paket, tapi tidak aktif",,neg,,
"Paket tidak aktif, padahal sdh bayar",,neg,,
Bagus sangat membantu saya ketika tv saya rusak😹,,,,pos
Pulsa udah kepotong tapi paket platinum gk aktif👎👎,,neg,,
Aplikasi yang keren bisa nonton semua di sini,,,pos,pos
Mau dukung timnas aja pake wajib beli paket udah nonton pake kuota di tambahin lagi negeri ngeri dijajah bangsa sendiri AUTO UNINSTAL,,neg,,neg
Ini aplikasi ketinggalan sama yang di tv,neg,,,
Semenjak ada vidio streaming bola jadi mudah,,,,pos
Aku suka banget sama apk Vidio dan banyak Vidio menarik,,,pos,pos
sangat menyenangkan adanya aplikasi ini..trmksh.,,,,pos
Makin parah ini aplikasi malah saya sudah upgrade lagi,,,,neg
Bagus bngt apk ny cocok buat nonton di manapun,,,,pos
Coba perbaiki lg biar hasil nya lbh baik,,,,neg
Apk macam apa ini kok g jelasssssssssssssssss Tapi boong apk nya bagus banget,,,,pos
"Berbayar tapi server ga di urus, lawak",neg,,,neg
Mengapa video yg sdh di downlond gak bisa hapus ya.kirain sdh di downlond hbs nonton bisa di hapus,neg,,,
aplikasi bagus dan keren. semangat Vidio 😍🥰,,,,pos
Mau nonton negara sendiri main bola pun susah 👎👎👎,,,,neg
Tolong dong Liga Inggrisnya juga,,,neg,
Mantap ini bis jadi pengganti tv,,,,pos
Bagus banget njir makasih buat developer yang buat apk vidio👍,,,,pos
"Ngga Professional, lagi asyik nonton qualify f1 eh kepotong. Mati aja lo",,,neg,neg
"Gak ngerti metode pembayaran yg rumit,apl vidio lama2 pelanggan bakal kabur",,neg,,neg
"Membagongkan lah,,,mau bayar berlanggananan aja susah!!!!!",,neg,,neg
"gjls bgt lu katanya bisa nonton allobank di sini eh malah ngelag ""maaf, saat ini vidio tidak dapat menyiarkan tayangan ini"" hadeh betumbuk aja lah kita 🤬🤬",neg,,,neg
Pokonyaa ini baguss dehh soalnya bisa buat nonton my nerd girl filem fav aku hahaha☺️😊😊,,,,pos
"Kenapa kouta topping Vidio di by.U ,gak bisa dipake.",,neg,,
Langganan tapi kualitas streaming memalukan,neg,,,
Tambah lebih banyak canel dan film² seru lainnya,,,neg,
Suka sekali nonton TV anime ingat waktu masih smp,,,,pos
Aku kasih bintang 2 karna aplikasi nya Penuh pembelian film yg bagus²,,neg,,neg
Kenapa tiba-tiba tidak bisa nonton pertandingan tim nasional ya,neg,,,
"oke bagus,semoga ke depanya bisa lebih bagus lagi.",,,,pos
Aplikasi jelek sering ngeleg putus koneksi pdhal udah bayar,neg,,,neg
Aplikasi ini dipenuhi dengan iklan,,,neg,
Like...banyak yg bisa ditonton gratis,,,,pos
"Saya kasih bintang 5 karena bener"" menikmati film yang saya suka maksih Vidio🤗",,,,pos
Disaat tdk ad tv dirumah...,,,,pos
Membantu banget klau mau nonton d luar rumah. Ntap 🔥,,,,pos
"Suka aplikasi ini, walaupun saya tinggal di kutub utara, tetap liat aksi2 orang indonesia😴",,,,pos
Aplikasi ini sangat bagus wajib download....,,,,pos
Napa sih harus berlangganan dlu klo mau liat Live streaming bri liga 1,,neg,,
padahal udah berlangganan tapi ko ga bisa buka bri liga 1 jadi rugi,,neg,,neg
Aku suka banget apalagi nonton my nerd girl walawpun ada iklan² nya tapi seruh,,,,pos
Kenapa video tidak bisa nonton di negara saya Timor-Leste🇹🇱,neg,,,
Mana gw udh langganannya...malah lag pas nobar ..... Sekampung nii ajg,neg,,,
"Permisi kak, kok saya mau beli yg premier pake pulsa kok ngga bisa itu knp?",,neg,,
gembel.aplikasi ye nonton live aje harus beli paketan kan gw pakai indihom lol masa harus beli lagi engk jelas banget,,neg,,neg
"Nyesel banget donwload apk ini,jangan didonwload",,,,neg
"Apk yg kerennnn, sukses terus apk video",,,,pos
Menurut saya si bagus aplikasi nya.. mantap..,,,,pos
"Kak, saya udah bayar tapi akun tetap tidak bisa digunakan. Gimana ya? Tolong dibantu ya kak. Terimakasih",,neg,,
Kenapa Badminton sama Tenis Grand Slam tidak ada lagi di Vidio Bagaimana caranya supaya bisa nonton,,,neg,
Mau beli paket j harus pake kode email bikin ribet beda SM dulu gampang mau langganan premier skrng susah,,neg,,
Saya sangat suka dapat memberi hiburan dan apa yg saya cari ada,,,,pos
Ini bagus banget aplk nya aku bisa nonton,,,,pos
"Udah langganan premier malah ga ada yang bisa di tonton ,penipuan ini",,neg,,neg
"Aku suka nonton di sini, Karena ini aplikasi bagus banget...",,,,pos
Aplikasi nya sangat bagus vidio ini,,,,pos
Ngga usah sok sokan live streaming kalo masih error.,neg,,,
"Waahh,apk nya bgus bnget drama yangg mau aku tonton msih ada Lo,,jangan lupa donload ya Gauss😛",,,,pos
Baguss cmn iklan ny bnykk bngtt 🛐💔,,,neg,pos
Jelek apk nya masa nonton sebentar aja ditagih kuota nya,,neg,,neg
"Aplikasi sampah, sudah bayar gak guna",,neg,,neg
Bagus sekali buat hiburan saya suka aplikasi ini,,,,pos
Saya senang sekali karena saya nonton bola bisa di vidio,,,,pos
Jangan ada nge lag ya bos,neg,,,
"Saya menyaran kan untuk menambah kah RCTI di karenakan ibu"" suka nonton Ripuh andin",,,neg,
Gue udh bayar malah gabisa aktif. Gagal nonton persija kesayangan!,,neg,,
"Sngat bermanfaat bagi sya yg ingin melihat live pertandingan Proliga 2022, mantab,",,,,pos
Bnyak sensor terus flim gak lengkap nyesel langganan 1 tahun,,,neg,neg
Bayarnya ga bisa pake mobile banking. . Payahlah,,neg,,neg
"Knpa ya ko gk ada channel nya RCTI, MNCTV, GLOBAL TV Terus yg lain ko pada gak ada knpa nih",,,neg,
Buruk harus langganan n ga bsa d buka lg👎👊🥴😵😫,neg,neg,,neg
Lebih enak nonton siaran sepak bola Pakai hp dimana saja,,,,pos
Mohon untuk di tambahkan siaran TV antv. Trima kasih.,,,neg,
Kenapa sekarang gabisa berlangganan pakai pulsa Indosat?,,neg,,
Kalo itu jangngan macet ge pelem nya malasssssss bangngat😠 jangan mao donlod aplikasi vidio,neg,,,neg
"bagus banget loohh, buruan download!!!",,,,pos
Aplikasi nya bagus banget pokoknya the best,,,,pos
tidak bisa nonton semua film bioskop,neg,,,
Ko video ya gk sampe abis sepotong sepotong gitu,,,neg,
"Apk jelek banget!!! bnyk iklan di sruh Bayar kalau mau liat Vidio😡😡😡 mending jgn download yah abis"" Kouta ajah",,neg,neg,neg
Sudah bayar tapi gak bisa di tonton parah aplikasi ini,,neg,,neg
kenapa beli paket XL/AXIS gak bisa.?,,neg,,
Lebih mudah mengikuti acara dengan vidio,,,,pos
setelah ku update kenapa saya liat unduhan video pake kouta,neg,,,
Apk ini sangat bagus bangetttttttttttttttttttttttttttttttttttttttttttt,,,,pos
"Jadi mudah nonton persib kpn pun dimana pun, terimakasih video...",,,,pos
"Apk nya bgus,bnyak film2nya bgus2 lgi,pkoknya the best",,,,
Aplikasinya bagus cmn kebanyakan mkn biaya ah,,neg,,pos
1Bagus banget sihh tapi kenapa yaa kalau buka channel TV RCTI Suka nge blur gitu yaa,neg,,,pos
"Gajelas banget lama2 ni applikasi 🤗, keknya aplikasi nya dah dikuasain dpr ya?",,,,neg
Sudah byr berlangganan tp paket primernya ga aktif,,neg,,
Kenapa saya tidak bisa lihat daftar paket langganan,neg,,,
Saya kasih bintang 1 kata nya gratis tpi harus langganan,,neg,,neg
Maap dev cuma mau nanya.... GTV kok gaada ya?,,,neg,
Seru banget aja tapi film nya di banyak in lagi,,,neg,pos
"nonton timnas u19 aja disuruh bayar, udah bayar ga bisa nonton 💩💩💩💩🤬🤬🤬🤬",,neg,,
"Jelek kali kualitasnya, film ga berbobot",,,neg,neg
Vidio . Aku liat tgl 9 bulan April 2022 ada notif live ufc 273 hari Minggu tgl 10 April live. Tapi sekarang tgl 10 April saya serch di Vidio bagian live sport kok tidak ada ufc 273??? Apa yang terjadi saya sudah rugi dong kalau tidak ada tayang apa maksudnya ini? Cepat jawab segera!!,,,neg,neg
ayolah vidio knp tak semua boleh terhubung ke luar negeri ya,neg,,,
"Knp jodha akbar di hapus sih padahal gue mau lihat jodha , makane donlowd ini, padahal aku udn langanan ama ini,",,,neg,
"Min saya sudah kepotong pls, kenapa tidak bisa liat sepak bola",,neg,,
Aplikasinya bagus banget gak dowload nyesel,,,,pos
Cara pembayaran kok di ubah... saya gak bisa nonton bola,,neg,,
"Sangat bagus, tingkatkan lebih baik",,,,pos
"Server bapuk, dikomplain gak didengerin",neg,,,
"Halo kakak admin, ini beli premier gabisa pake shopee pay ya? Kok gabisa di klik gmna dong gue cuman punya shopee pay",,neg,,
Kebanyakan iklan kama pula tu iklan nya 24 menit serasa 3 menit Lebih baik noonton di yutube,,,neg,
Nyesel dan Rugi beli paket platinum 30 hari via dana tapi tidak bisa di gunakan tolong pertanggungjawaban nya,,neg,,neg
Suka byangeeeeeeeet apk nya bagus jadi aku bisa nonton sinetron djs mulai awal,,,,pos
Kenapa lagi sih gagal streming lagi nonton juga,neg,,,
Oyy gue beli paket premium di Axis ga bisa abis pulsa gue tolll,,neg,,
Bagus sihh !! Tapi kenapa mnctv nya gk adaa kurang seru dongg??,,,neg,pos
SERING ERROR. GAK BISA MEMBERIKAN KOMENTAR DI KOLOM KOMENTAR. TERBURUK.,neg,,,neg
APK NYA BAGUS SEKALI!!!! AKU SAMPE GA BISA BERKATA APA² LAGI!! POKOKNYA HARUS DI DOWNLOAD INI!,,,,pos
Masa EPL mesti paketan lg....? Tolong lah kasi keringanan yg beli paket premium yg setahun...,,neg,,
tingkatkan kwalitas dan kelancaran live siaran sepakbola agar memuaskan pelanggan,neg,,,neg
"Apk nya bagus, moga makin berkembang ya",,,,pos
"Jelek, saya daftar premier aja respon nya lama",,neg,,neg
Menurut aku sih aplikasi ini bagus banget kalian wajib download,,,,pos
Asik baget jadi simpel kalo mau kemana mana makasih Vidio sports,,,,pos
Pencarian film terbaru lebih mudah.....,pos,,,
Jijik mau liat bola di sctv aja harus pake akun platinum ga worth it bgt si apa2 bayar,,neg,,neg
Aplikasinya bagus banget buat nonton,,,,pos
Bgs banget aku suka lancar ga ngelak pkk nya mah bgs banget aku senang banget mksh paytor,pos,,,pos
Bagus banget kok videonya jadi sengen deh nontonnya,,,,pos
Sudah bayar paket oremium habis 75.000 tetep gak bisa nonton .. aplikasi macam apa gak guna .,,neg,,neg
Ga kaya apk sebelah gratis coba ini gratis pasti rame yang downloads,,neg,,
Di vidio kita bisa tonton banyak film keren....,,,pos,
APLIKASI TIDAK JELAS!!! APLIKASI TERKUTUK!!!,,,,neg
Aku puas dgn aplikasi ini....aplikasinya sngat bagus 👍👍,,,,pos
"Aplikasinyaa bagusss bangettttt, the besttttt🤍",,,,pos
Susah buat bayar berlangganan ganggu banget,,neg,,neg
Ga bisa akses final UCL TANPA LANGGANAN/BERBAYAR,,neg,,
Kok susah BNR sinyal Sama download nya,neg,,,
Gw dah berlangganan tetep gabisa nonoton final uefa rugi 30k aplikasi mmk,,neg,,neg
Sdh di aktifkan yang 7 hari malah percuma gag bisa nonton juga... LoL,,neg,,
Baguss bangett seneng pokoknya ga kecewa sama hasilnyaa,,,,pos
Bagussss tapi dengan ini saya kurang puas dengan hasil dari vidio,,,,pos
Aplikasi pelit giliran nonton timnas berbayar,,neg,,
Lumayan lah membantu klau bisa di tingkatkan kagi👍👍,,,,pos
Knpa net tv gk bisa di tayang kan??????,,,neg,
Kenapa rata2 harus pake premier sih. Ternyata modal paket internet aja gk cukup 😢,,neg,,
Aku kasih bintang 4 dulu soalnya gak ada global tv,,,neg,neg
"Masa pas festival allo bank kemaren gabisa ditonton, padahal kan mau nonton jaemin kiyowo",neg,,,
Apl apaan yang kaya gini masa mau nonton timnas aja harus berlangganan,,neg,,neg
Tolong dong kalok ngasi sponsor nya jangan terlalu lama.,,,neg,
Apknya Bagus sih tapi kenapa harus langganan sihh🤣🤣,,neg,,pos
"Bagus aplikasi ini Flm nya seru"".. Mantap poko nya",,,pos,pos
Gambar ok.. sayang ngga gratis aja.. 🤭🤭😁,pos,neg,,
Wow bisa semua nonton ya bisa nonton my net giry dan desa penari,,,pos,
Sinyal bagus hp mumpuni. . Sekarang ngelagnya minta ampun. . . Mohon maaf kasih bintang 1. Karna ngk sebagus dulu. . Livenya parah parah,neg,,,neg
Jadi lebih asik dan gampang nyari sinetron... terimakasih 🙏🙏👍👍,,,,pos
Admin kenapa pembelian saya tidak segera di aktifkan,,neg,,
Bisa menonton sesuai hobi Mantap,,,,pos
Anjirr appp ga guna udah bayar masih error',neg,,,
Ajg ni aplikasih hrs bayar dlu biar bisa nonton sepuasnya ngntot,,neg,,neg
Kasi 3bintang dulu kalau appk nya bagus ngak lemut kasih 5deh,neg,,,neg
Rekomend Banget Dehh!! Sampe Bingung Mau Nonton Apa Soalnya Pilihan Nya Banyakkk😆👍🏻,,,pos,pos
"Haru banyak"" baca astagfirullah inimh haduhhh banyak iklanya Tante baru nonton 15 mnt udah ada x 10 iklan mohon di kurangin iklanya oke",,,neg,neg
Aplikasi nya bagus banget sangat bermanfaat 👍,,,,pos
Gw dah berbayar ya kenapa belum bisa nonton? Gak usah nipu mas,,neg,,neg
Anime nya gak lengkap one piece uada 1000 eps lbih di vidio baru 60 episode buruk bgt,,,neg,neg
Suka banget soalnya ada yang alu ton ton semua ada,,,pos,pos
Apps yg sangat baik dan menghibur,,,,pos
Knapa gk ada siaran liga Inggris,,,neg,
Qualitas streaming sangat jelek sekali,neg,,,
Aplikasi tolol... Gausah download aplikasi ini gaess rusak rusaak.. kalo ga niat bikin aplikasi gausah bikin lah,,,,neg
Mohon maaf sebelum nya ...ini g mna yeah...kok ngk bisa ngedaftar jadi premium..,neg,,,
Parah ini.. kenapa tidak bisa beli paket dengan pulsa,,neg,,neg
Bagus semua series nya aku suka banget. ☺️☺️,,,pos,pos
Ga pada bisa di putar apasih nih aplikasi,neg,,,
Udh melakukan top up tetapi ndk ada tempat buat ngisi vochernya gimana ne,,neg,,
ini cukup lumayan. karna ba yak berita,,,,pos
Aplikasi ga jelas ga lengkap,,,neg,neg
Bagus lah buat klo kita ketinggalan film d tv-_-,,,,pos
Keren banget dan bagus bro......,,,,pos
Sangat baik sekali apk nya,,,,pos
Bagus aplikasinya bisa nonton indosiar,,,,pos
"Iklan emng penting tapi jangan nemen Mit amit, najis",,,neg,neg
Sudah pake data tp suruh berlangganan lg APK t💩ik,,neg,,neg
Luar biasa terimakasih saya bisa nonton liga ni👍🏻👍🏻👍🏻,,,,pos
Kok nggak bisa dibuka si min Pdahal dah aku donlod ulang²😞😞,neg,,,
Saya kecewa karna siaran rcti mnctv global tv gak ada 😰😰 tolong dong di ada kan 🙏,,,neg,neg
Untuk bwf tv udah ga ada lagi ya,,,neg,
Ko metode pembayarannya jadi ribet si,,neg,,
Setelah di update kembali Mulu saya nonton udh hmpr selesai eh tiba2 kembali ke awal LG mndng nonton di youtube aja GK kembali2,neg,,,
Vido menghibur tapi kurang lengkap,,,neg,pos
Aplikasih kereen dan sangat bagus...,,,,pos
Mana kok gak ada film dja the movies hhmmmm Kapa main ya aku gak sabar ni lohh pasti film nya seru kan😭,,,neg,
Lumayan banyak film yg blm pernah di tonton,,,pos,
"Parah, nonton liga cham dr manaNya.. ati² banyak yg gak sesuai..",,,neg,neg
pelayanan buruk jaringan selalu hilang,neg,,,
Sangat bermanfaat untuk saya dan saya suka,,,,pos
Pembayaran semakin ribet tidak bisa lewat transfer bank,,neg,,
Prikk enak² Nonton ehh malah balik² gajelas Tolong dong emosi saya mana pas seru²nya adahal koneksi internet fine aja,neg,,,neg
Apk ini sangat membantu saya terimakasih video,,,,pos
Sekarang nambah keren film nya thanks buat Vidio nya,,,pos,pos
bagus2 acaranya. kalau bisa film2 serial tv amerika dtambah,,,pos,
Mantap bgt sekarang udh canggih nonton tv,,,,pos
ga perlu kawatir de ketingalan sinetron asmara 2 dunia karena sudah ada aplikasi video,,,,pos
Bagus untuk nonton streaming bola,,,,pos
Kok download film kaga bisa putar di video,neg,,,
bisa gag ini buwat nonton moto gp mandalika kok dicari susah,neg,,,
"Masukan aja, kalau mau naruh film atau anime episodenya jngan setengah setengah dong, kayak bleach itu, masak mentok smpe episode 52",,,neg,
"Woy kenapa gak ada terakhir dilihat kayak dulu, mana ingat gua judul FTV yang kemarin gua tonton belum selesai 🗿",neg,,,
Aplikasi ini sangat keren dan bagussssss,,,,pos
Aplikasi yang bagus dan sangat membantu,,,,pos
"Saya sudah membayar pake gopay tapi transaksi masih menunggu , padahal gopay saya sudah terpotong",,neg,,
"Saya Ucapkan Terimakasih,,,Yang Terbaik,Dan Keren Banget,,,",,,,pos
"Aplikasi payah, sama aja sprti yg laen ga nisa nnton bola",,,,pos
Sinyal sudah bagus masih lag ngen,neg,,,
Ihh ga bisa irit ngabisin wifi,neg,,,
"Siaran sepak bolanya jelek , kameramya..",neg,,,
"Ribet mau beli juga, gagal terus lagi",,neg,,
kenapa paket diamond early EPL gak tersedia bayar pakai pulsa ya min?,,neg,,
Klo gak mampu xediain buat apa di buat aplikasi ini,,,neg,
"Pas liga Inggris mulai, malah jadi FTV.......",,,neg,
"Lagi perlu buat nonton champion malah gak masuk paket 7 hri nya, pulsa aja kepotong",,neg,,
"Saya suka apk Vidio karena bisa nonton tv,filem dll",,,,pos
Udah bayar tapi paket gak aktif..,,neg,,
Mudah utk lihat film kesukaan,,,,pos
"Aplikasi yg cukup menghibur, trmksh",,,,pos
"mau tanya aja, ini kok udah lama ga bisa buat nonton RCTI ya",neg,,,
Masa harus bayar klo pengen kebuka semua,,neg,,
"Bayar bayar bayar Kesenangan rakyat dipersusahkan. Ayo kita kasih bintang 1 semua, biar bangkrut dan hancur ni apa.",,neg,,neg
payah aplikasi ini apa2 saja bayar. giliran bayar nntn bola ganguan teros.lebih baik hapus saja aplikasi ini,neg,neg,,neg
Vidio yang sudah didownload tak bisa diputar,neg,,,
Aplikasinya sangat bagus saya suka sama aplikasinya,,,,pos
Mau nonton aja susahnya kaya mau nikmati bansos. Jelek ini aplikasi,neg,,,neg
Pliss saya udah bayar kenapa blum aktif jg premiernya????,,neg,,
Aplikasi nya sangat bagus selakil,,,,pos
"MANTAP, Mulai sukak lagi gw sama Vidio gara gara nayangin anime. yang terbaru lagi. mantap dah",,,pos,pos
Aktivatisinya memang butuh waktu ya..,,neg,,
Net tv knpa ga bisa di tonton sih klo jam 13.00 acara hallo jadoo?,neg,,,
"APLIKASI TAIK...NONTON YT LANCAR""..INI NONTON DISINI LOADING TERUS GA KARUAN...APLIKASI RUSAK!!!",neg,,,neg
Metode pembayaran lewat pulsa sudah tidak bisa?,,neg,,
"Tidak bisa melakukan pembayaran metode apapun, metode operator juga tidak bisa padahal sudah terkoneksi.",,neg,,
5 gool indonesia. Sampe gak menyaksikan.. Gara2 aplikasi eror,neg,,,
sangat baik tapi sayang RCTI ga ada,,,neg,pos
Pelit!!! Cuma buat nonton timnas aja harus bayar!!!,,neg,,neg
bagus cuman ga ada rcti nya,,,neg,pos
Gak bisa berlanggana eror trus knpa ya .. kasih solusi,neg,,,
Aplikasi yang sangat membantu untuk kehidupan.,,,,pos
Apk bagusss bgttt apalagi ada cerita yg diambil dari watpat,,,,pos
Bagus dan bisa menjadi teman di mana saja,,,,pos
"Balikin uang saya,sudah bayar kenapa gak aktif berlangganan,kacau .",,neg,,neg
Semenjak gak bisa redem kode vocer saya memilih uninstal,,neg,,neg
Saya habis beli voucher dishoope saat mau menukarkan kode voucher dishoope di apknya tidak ada halaman menukarkan kode voucher nya tolong bantuannya🙏,,neg,,
Sengaja download pas acara bola Baru mulai satu menit langsung suruh bayar paraaah,,neg,,neg
Apk.y bgus tpi syang nguras duit aja mending nnton d tv,,neg,,pos
Terima kasih karna ada aplikasi video ibu saya jadi bisa nonton sinetron tanpa di rumah,,,,pos
bagus bnget ini apk buat nonton sinetron da lain nya pokok de best deh buat apk vidio,,,,pos
Bagus untuk menbah wawasan tau akan berita,,,,pos
Aplikasi palimg top ini. Thanks ya vidio,,,,pos
Bagus banget ni aplikasi suka bangeetttt🖤❤️,,,,pos
"Aplikasi sialan,kembalikan pulsa saya yg terpotong",,neg,,neg
Kok gk full episod Itu masih kurang episod nya,,,neg,
"Kalau nonton AFF U-19 gak bisa, pdhl sdh premium",,neg,,
Semoga aja lancar insyaa allah biar g bosen nonton nya ada video . Maaf sy ksh bintang 3,neg,,,neg
saya kasih bintang 4 karena sering ngelag ngelag,neg,,,neg
🥰🥰🥰tx chanel nasional nya lengkap sekarang tingkatkan lagi😍😍,,,pos,pos
Untuk hiburan oke sukses terus ya,,,,pos
Ini saya udah bayar pake metode dana tapi knapa harus masukin sandi mulu sandi geogle udah bnr tapi kenapa salah mulu,,neg,,
Ga jelas bet..yg di donlod tau kmna lari nya di galeri gak ada .iklan dah kaya di tv panjang,neg,,neg,neg
Bagus banget gambar film nya,pos,,,
Kenapa selalu di minta berlangganan.aplikasi sampah,,neg,,neg
Kenapa slalu gagal memuat ketika lagi ntn,neg,,,
Aku kasi 3 bintang klo eman aplikasi bisa menbantu aku tanbain 2 lagi,,,,neg
Sy sudah bayar paket video pakai ovo. tp kok bisa ya.,,neg,,
Aplikasi ya bagus banget jadi ke bantu saya 😄,,,,pos
"Rekomendasi banget bagus""filem nya komplit banget....",,,pos,pos
Parah nggak bisa di aktivin pdhl pulsa cukup,,neg,,neg
Kok ga bisa berlangganan lagi yaa. Caranya gimana ini,,neg,,
Baik untuk membuka pengetahuan. Semoga lancar jaya,,,,pos
Dasar penipu saya sudah beli paket giliran di klik gk bisa dancok asuuuuuhhh,,neg,,neg
Jelek buruk banget!!!!! ¡!!! ¡!!!! ¡!!!!! ;!!!!!!!!!!!! ¡!!! ;;;!!!!!!!!!!!!!!!!!!!!! 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏tapi boong mantap kalian harus donwload cpt nanti nyesel,,,,pos
Di perbanyak gratisan voucher nya biar tamba mantap,,pos,,
"Aku gak bisa masuk akun pas mau laporan gak bisa terkirim laporannya, parah lah sudah bayar lagi",neg,,,neg
Udah capek² berlangganan .. malah gangguan nonton AFF U19,neg,,,neg
Terima kasih sekarang saya bisa menonton sinetron tampa batas 8 ada fitur nonton TV,,,,pos
"Jleeq jgn d download pliis jlegg bngt apk apaan kli jleek burik ginii pdhal sinyal bagus tpi ngelaag anjg bnyak iklannya lagii njis aplikasi apaan kali jeleeg jgn download nyeseel u sumpah klo download, percaya sama guaa",neg,,neg,neg
Saya sangat suka sekali dengan aplikasi ini sangat membantu saya,,,,pos
Ngeleg bgt pdhl jringan w dah bgus di aplikasi lain ga gini lancar² aja ga kaya apk ini tolol bangt👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,neg,,,neg
Tolong siaran sepakbola di gratiskan donk,,neg,,
Sangat membantu udh menonton vidio,,,,pos
Mau masukin kode voucher tapi pilihan buat masukin kodenya ga keluar,neg,,,
Lumayan bisa nontin tv sayang hrs punya pulsa data.,neg,,,pos
Anjir gue mau nonton Indosiar gk bisa mau nonton bola,neg,,,
mbayar dobel dah striming boros ples beli paket premium juga mending nonton ilegal lo legal mahhhhhhalllll harusnya paket premium nya jagan mahal2 karna beli kuotanya buat striming udah boncos,neg,neg,,
Tidak membantu pemakai dengan baik,,,,neg
Video yang saya download tidak bisa kebuka,neg,,,
Bagus sih ! Tapi tolong jangan sering eror,neg,,,pos
Baguss tapi byk iklan wehh,,,neg,pos
Q3 belum selesai malah diganti acara,,,neg,
Semoga kedepan dapat menyiarkan liga inggris juga 🤓,,,neg,
Global tv gak ada... Nyesel dounload nya,,,neg,neg
Ini gimana ya kok waktu aku nonton videonya gk lengkap???,,,neg,
Ini apk jualan ya???iklan kebanyakan... Tlg di benahi LG lh,,,neg,neg
Setiap mau nonton bola malah di blok,neg,,,
Aplikasi ya karen bagat pokok ya mantap (:,,,,pos
Film gak lengkap dan gak ada film bioskop terbaru,,,neg,
"Mau nonton Indosiar g bisa, gue kecewa",neg,,,neg
"suka bnget,, semoga smkin baik aplikasi x",,,,pos
Gak bisa beli paketnya pake saldo google,,neg,,
Tingkt kan trs enak bgt ntn di sini cma kebykan iklan hehe🤩🤩☺,,,neg,pos
Film nya gak lengkap jelek banget apl nya,,,neg,neg
Siaran ulang antv susah dicari,neg,,,
Nonton live bola u19 harus bayar percuma sedangkan tv gratissssssssss,,neg,,
Nais. Hanya film hollywood jangan terlalu tua umurnya. Adalah yang 3- 6 bln setelah tayang perdana di bioskop muncul di vidio. Baru kasih bintang 5. We Will c,,,neg,pos
Saya menikmati tontonan dengan jernih!!,pos,,,
"Udah beli paket tp statusnya smpk skrg masih dlm proses, padahal udah lama pake vidio...gagal dech nobar timnas u16 sama keluarga...payah payah",,neg,,neg
aplikasi ini sangat menghibur saya suka sekali dengan apilikasi ini😀,,,,pos
"Bagus juga.., kurangi iklan. Saat membuka chanel tv .",,,neg,pos
Kalau bisa motoGP juga ada di video,,,neg,
Gambarnya jernih dr pada aplikasi yg lain..,pos,,,
suka sih tpi kok harus berlanggann ya knpa gk pket data aja gk harus pke byr,,neg,,pos
Mohon untuk diproses saya sudah membeli paket premier saldo sudah terpotong namun tak aktif2,,neg,,
Aplikasi ini bagus sekali saya suka sekali dengan aplikasi ini,,,,pos
Membatu saya untuk melihat film ditv yang tertinggal tpi sayang belum ada rcti,,,neg,pos
Lemot padahal nonton dapet beli gak geratis,neg,,,
Aplikasi nya bagus yg enga donloeoad bakal menyesal paham,,,,pos
Katanya nonton live bisa saya mau nonton live bola gk bisa harus langganan,,neg,,
Aku suka permainan ini nama saya asipa sama sama pembuat video SCTV,,,,pos
Apk Anj9 mau nonton aja harus main game,neg,,,neg
Gak bisa nonton FINAL AFC U-16. Harus ke premier.,,neg,,
Setiap nonton ga pernah bisa payah,neg,,,neg
Payah..masa saya pake WiFi harus beli paket kan lucu..auto uninstal Pake WiFi gak bisa,,neg,,neg
Suka bangeeet karena jadi gak berebutan ntn sama mama,,,,pos
"produk kapitalis di negri sendiri miris, tidak ramah 🌟 1",,,,neg
