review_token,aspects
"[2, 33, 87, 19, 180, 6, 31, 96, 40, 39, 31, 303, 27, 2272, 148]","[0, 1, 0, 1]"
"[14, 17, 38, 3, 4, 25, 46, 107, 128]","[0, 0, 0, 1]"
"[2, 12, 33, 14, 86, 41, 281, 780, 93]","[0, 0, 0, 1]"
"[114, 5, 319, 30, 41, 2, 12, 68, 226]","[1, 0, 0, 0]"
"[471, 31, 18, 60, 7, 31, 18, 5, 24, 18, 8, 1, 59, 9, 227, 8, 5, 464, 89, 241, 7, 2, 946]","[0, 1, 0, 1]"
"[49, 46, 105, 30, 109, 14]","[1, 0, 0, 0]"
"[776, 513, 676, 214, 148, 93, 95, 34, 191, 20, 49, 45, 85, 34, 252, 84, 5, 53, 2, 233, 1, 83, 17, 159, 2, 35, 45, 466, 15, 28, 61, 10, 551, 182, 4, 6, 15, 107, 61, 15, 144, 15, 198, 45, 26, 1, 45, 198, 466, 1, 45, 466]","[1, 0, 1, 1]"
"[33, 14, 19, 47, 254, 35]","[0, 0, 1, 1]"
"[107, 75, 130, 12, 14, 112, 1, 166]","[1, 0, 0, 0]"
"[172, 17, 2, 9, 162, 15, 22]","[0, 0, 1, 1]"
"[13, 2, 106, 51, 38, 3, 4, 313, 65, 50, 472, 53, 63, 76]","[0, 0, 0, 1]"
"[15, 26, 3, 5, 104, 269, 1, 255, 4, 24, 4, 15, 20]","[0, 0, 1, 0]"
"[24, 13, 33, 478, 3, 4, 55, 20, 12, 137, 193, 439, 98, 158, 84, 663, 53, 24, 439, 2291]","[1, 0, 0, 1]"
"[106, 38, 3, 4, 50, 89, 344, 798, 339, 81, 36, 2, 24]","[0, 0, 0, 1]"
"[1, 123, 19, 11, 93]","[0, 1, 1, 0]"
"[14, 9, 121, 23, 31, 18, 141, 17]","[0, 1, 0, 1]"
"[14, 47, 60, 26, 3, 104, 249, 153, 71, 106]","[0, 0, 1, 1]"
"[2, 8, 14, 17, 3, 4, 649, 309, 399, 246, 17]","[0, 0, 1, 1]"
"[15, 27, 125, 34, 17]","[0, 0, 1, 0]"
"[109, 1, 90, 2, 68, 97, 181, 13, 105, 103, 5, 318]","[1, 0, 0, 0]"
"[78, 44, 109, 19, 632, 66, 120]","[1, 0, 1, 0]"
"[31, 12, 223, 18, 96, 43, 5, 926, 9, 1, 3, 5, 34]","[0, 1, 0, 0]"
"[4, 54, 20, 146, 16, 11, 68, 68]","[0, 1, 0, 0]"
"[1730, 21, 306, 4, 37, 39, 11, 73, 5, 130, 578, 66]","[0, 1, 0, 1]"
"[2, 106, 419, 41, 4, 140, 1174]","[0, 0, 0, 1]"
"[7, 6, 16, 9, 70, 45, 74]","[1, 0, 0, 1]"
"[81, 36, 35, 7, 3, 4, 25, 162, 7, 44, 54, 157, 12, 193, 4]","[1, 0, 0, 1]"
"[7, 34, 18, 4, 96, 89, 905, 40, 49, 10, 15, 27]","[0, 0, 1, 0]"
"[15, 22, 17, 195, 2, 1441]","[0, 0, 1, 1]"
"[1, 519, 64, 50, 75, 20, 45, 124, 30, 99, 14]","[1, 0, 0, 1]"
"[14, 60, 66, 478, 2020, 56, 12, 5, 42]","[1, 0, 0, 1]"
"[66, 22, 1701, 19, 22, 204]","[0, 0, 1, 0]"
"[71, 14, 26, 3, 4, 121, 590]","[1, 0, 0, 0]"
"[7, 6, 11, 9, 1, 3, 5, 77, 37, 5, 146, 11, 21, 521]","[0, 1, 0, 1]"
"[40, 1, 166, 55, 142, 31, 206, 166, 1083, 1083, 139, 40, 1, 10, 5, 231, 7, 142, 31, 18, 140, 205, 116, 372, 132]","[0, 1, 0, 0]"
"[46, 17, 172, 2, 8, 51, 38, 3, 4, 42, 82, 1184, 261, 4, 520, 5, 42]","[0, 0, 0, 1]"
"[2, 233, 156, 700, 13, 2, 60, 23, 4, 50, 181, 37, 146, 11, 183, 156, 4, 5, 42]","[0, 1, 0, 1]"
"[1, 3, 5, 4, 21, 107, 176, 235, 28]","[1, 0, 0, 0]"
"[14, 40, 65, 139, 139, 19, 420, 20, 3, 4, 38, 1, 1408, 56, 42]","[0, 0, 0, 1]"
"[52, 6, 134, 31, 18, 1, 3]","[0, 1, 0, 0]"
"[22, 105, 163, 30, 109, 160]","[1, 0, 0, 0]"
"[6, 11, 9, 25, 8, 1, 327, 507, 1267, 187]","[0, 1, 1, 1]"
"[14, 417, 5, 123, 21, 120, 8, 27, 154]","[0, 0, 1, 1]"
"[32, 84, 273, 382, 15, 453, 21]","[0, 0, 1, 1]"
"[14, 17, 38, 3, 4, 179, 313, 22, 15]","[0, 0, 1, 1]"
"[425, 6, 53, 29, 1, 3, 5, 90, 210, 590]","[1, 0, 0, 0]"
"[14, 6, 423, 19, 97, 499, 32, 15, 655, 622, 498, 147, 84, 368]","[1, 0, 1, 1]"
"[105, 8, 67, 1697, 178, 1, 3, 5, 90, 47]","[1, 0, 0, 0]"
"[29, 184, 11, 1, 3, 305, 52, 21]","[0, 1, 0, 0]"
"[2, 14, 12, 129, 7, 41, 4, 25, 333, 12, 7, 46]","[0, 0, 0, 1]"
"[124, 159, 2, 117, 10, 9, 26, 82, 4, 421, 216, 11, 352, 84, 5, 53, 76, 60, 34, 262, 228, 34, 117]","[0, 1, 0, 1]"
"[84, 53, 269, 564, 22, 15, 4, 15, 217, 136]","[0, 0, 1, 1]"
"[13, 29, 45, 27, 30, 6, 57, 33, 162, 135]","[1, 0, 0, 1]"
"[70, 45, 19, 213, 169]","[1, 0, 0, 0]"
"[85, 159, 6, 80, 5, 11, 227, 6, 65, 102, 9, 54, 79, 1, 3, 90, 639, 74, 86]","[0, 1, 0, 1]"
"[303, 40, 92, 22, 15, 206, 534, 15, 142, 16]","[0, 0, 1, 1]"
"[14, 66, 42, 54, 97, 1, 312, 312]","[1, 0, 0, 1]"
"[2, 110, 436, 4, 50, 146, 11, 16]","[0, 1, 0, 1]"
"[6, 31, 18, 96, 303, 92, 1, 3, 4]","[0, 1, 0, 0]"
"[24, 13, 14, 137, 3, 4, 5, 24, 13, 9, 39, 34, 252, 963]","[1, 0, 0, 1]"
"[22, 285, 19, 85, 210, 53, 5, 35]","[1, 0, 0, 0]"
"[29, 26, 34, 642, 2292, 357, 5, 54, 396, 75, 5, 357, 1, 186]","[1, 0, 0, 0]"
"[173, 159, 154, 29, 40, 147, 19, 3, 5, 53, 147, 19, 28, 1, 3]","[1, 0, 0, 0]"
"[210, 63, 38, 141, 525, 11, 91, 52, 6, 1, 3]","[0, 1, 0, 0]"
"[26, 3, 84, 125, 22, 15]","[0, 0, 1, 0]"
"[2, 24, 33, 14, 42, 51, 355, 38, 3, 4, 24, 5, 136]","[0, 0, 0, 1]"
"[29, 13, 2, 3, 45, 30, 109, 7, 14]","[1, 0, 0, 0]"
"[32, 482, 8, 5, 44, 21]","[1, 0, 0, 0]"
"[15, 28, 190, 107, 144, 15, 198, 105, 28, 110, 436]","[1, 0, 1, 1]"
"[106, 48, 9, 49, 78]","[0, 0, 0, 1]"
"[73, 325, 325, 7, 319, 2, 13, 2, 12, 454, 71, 89, 202]","[0, 0, 0, 1]"
"[118, 17, 145, 42, 11, 196, 17]","[1, 0, 0, 0]"
"[40, 196, 101, 953, 1, 3, 6, 151, 1206, 9, 37, 56, 20]","[0, 1, 0, 0]"
"[2, 1175, 156, 113, 16, 11, 80, 1, 3, 47, 4, 75, 227, 6, 370, 371, 9, 353, 370, 43, 45, 1175, 26, 195, 45, 227, 84, 5, 371, 1175, 84, 317, 16, 5, 2, 13, 269, 258, 171]","[1, 1, 0, 1]"
"[4, 783, 29, 1492, 8, 103, 212, 551, 315, 148]","[1, 0, 0, 0]"
"[14, 7, 308, 46, 889, 56, 2249, 26, 193, 7, 64, 5, 24]","[0, 0, 0, 1]"
"[2, 122, 480, 20, 99, 87, 15, 28]","[1, 0, 1, 1]"
"[29, 82, 95, 21, 4, 364, 46, 38, 168, 38, 1, 133, 382, 30, 95, 76, 34, 191]","[1, 0, 0, 1]"
"[33, 129, 3, 64, 179, 12, 151, 60, 936]","[1, 0, 0, 1]"
"[2, 398, 156, 730, 88, 92, 20, 26, 64, 385, 738, 157, 364, 363, 285, 15, 97, 299, 66, 168, 28, 4, 127, 169, 20, 39, 11, 190]","[1, 1, 1, 1]"
"[40, 1, 3, 64, 27, 29, 89, 62, 230, 230, 20, 40, 63, 1, 3]","[1, 0, 0, 0]"
"[7, 6, 730, 9, 1, 3, 101, 85, 52, 7, 6, 144, 23, 4, 50, 20, 114, 17]","[0, 1, 0, 1]"
"[6, 16, 6, 11, 9, 351, 61, 16, 277]","[0, 1, 0, 1]"
"[2, 13, 125, 22, 15]","[0, 0, 1, 0]"
"[40, 1, 10, 249, 56, 1163, 30, 165, 17, 4, 1064, 1, 3, 4, 310, 130, 56, 661, 72]","[0, 0, 1, 0]"
"[12, 53, 198, 564, 125, 22, 15]","[0, 0, 1, 1]"
"[51, 36, 58, 62, 201, 8, 25, 1, 1, 10, 25, 12, 67, 36, 10, 72, 132]","[0, 0, 1, 1]"
"[7, 33, 246, 34, 2, 13, 9, 63, 7, 1, 3, 90, 1, 243, 29, 26, 1, 10, 2, 13, 7, 1, 3, 397]","[1, 0, 0, 1]"
"[2, 13, 1731, 14, 276, 42, 355, 39, 34, 2, 13, 55, 64, 64, 135, 6, 95, 275, 2, 13, 14]","[0, 0, 0, 1]"
"[304, 7, 23, 610, 222, 16, 88, 29, 1, 3, 141, 17, 2]","[0, 1, 0, 1]"
"[87, 159, 2, 22, 363, 19, 1, 3, 263, 4, 1, 76, 13, 2, 43, 436]","[1, 0, 0, 1]"
"[377, 126, 376, 3, 4, 22, 447, 19, 25, 586]","[0, 1, 1, 0]"
"[23, 16, 37, 756, 65, 445, 376, 28]","[1, 0, 0, 0]"
"[246, 166, 64, 25, 417, 1628, 123, 47, 81, 36]","[0, 0, 1, 1]"
"[80, 31, 18, 88, 37, 1, 3, 4]","[0, 1, 0, 0]"
"[29, 48, 39, 354, 65, 303, 2, 13, 122, 141]","[0, 1, 0, 1]"
"[27, 287, 1, 298, 145, 25, 12, 95, 164, 1, 10, 200, 12, 10]","[0, 0, 1, 0]"
"[172, 17, 3, 64, 66, 149, 179, 12, 6, 108, 5, 42, 19, 81, 36, 170, 122, 160]","[0, 0, 1, 1]"
"[14, 106, 172, 4, 5, 136, 20, 60, 42, 7, 355, 5, 136, 71, 14]","[0, 0, 0, 1]"
"[42, 143, 29, 1141, 10]","[0, 0, 1, 0]"
"[42, 762, 2229, 6, 166, 816, 49, 20, 936, 199, 57, 936, 850, 136, 108, 127, 84, 5, 71]","[0, 1, 0, 1]"
"[2, 476, 54, 9, 644, 8, 182, 89]","[1, 0, 0, 1]"
"[2, 13, 33, 232, 51, 38, 1005, 121, 858, 156, 4, 98, 2, 13, 81, 36, 24, 142, 232, 51]","[0, 0, 0, 1]"
"[231, 137, 12, 354, 34, 231, 341, 1, 3, 484, 65, 42, 23, 484, 141, 60, 234, 6, 34, 231, 1015]","[1, 0, 0, 0]"
"[82, 1849, 8, 67, 17, 9, 14]","[0, 0, 0, 1]"
"[6, 31, 57, 9, 1, 3, 4, 324, 124]","[0, 1, 0, 1]"
"[7, 25, 8, 694, 834, 1399, 8, 84, 12, 213, 67, 9, 12, 293, 69, 25, 837, 909]","[0, 0, 1, 0]"
"[25, 27, 133, 133, 709, 207, 12, 147, 69, 213, 3, 337, 25, 12, 68, 81, 36]","[0, 0, 1, 1]"
"[40, 1, 3, 27, 51, 6, 278, 52, 37, 45]","[1, 0, 0, 0]"
"[10, 111, 746, 89, 362, 778, 113, 63, 2, 1, 3, 5, 90, 250]","[1, 0, 0, 1]"
"[22, 333, 12, 172, 19, 26, 3, 170, 269, 3, 108, 340, 586, 939, 19, 68, 68]","[0, 0, 1, 0]"
"[23, 11, 18, 96, 223, 305, 52, 361, 9, 1, 3, 161, 149, 80, 235, 141]","[0, 1, 0, 1]"
"[29, 1, 3, 11, 151, 792, 19, 7, 251, 138, 151, 341, 336, 37, 229, 3, 5, 77, 5, 130]","[0, 1, 0, 0]"
"[650, 172, 112, 5, 471, 55, 21, 26, 10, 1089, 261, 321, 112, 41]","[0, 0, 0, 1]"
"[124, 17, 1, 3, 336, 37, 119, 801]","[1, 0, 0, 1]"
"[81, 36, 379, 170, 65, 348, 122, 556, 2, 8]","[0, 0, 0, 1]"
"[1233, 31, 78, 83, 78, 155]","[0, 1, 0, 1]"
"[7, 6, 16, 19, 18, 57, 7, 49, 113, 362, 1253, 9, 40, 7, 1, 3, 41, 90, 297, 57, 7, 27]","[0, 1, 0, 0]"
"[246, 64, 189, 8, 14, 158]","[1, 0, 0, 1]"
"[6, 11, 16, 305, 335, 9, 1, 59, 23, 4, 324, 38, 1, 3]","[0, 1, 0, 0]"
"[52, 131, 102, 169, 43, 16, 206, 82, 1274, 1, 10, 16, 55, 188]","[0, 1, 0, 0]"
"[2, 13, 14, 17, 3, 43, 4, 465, 340]","[0, 0, 0, 1]"
"[2, 55, 69, 4, 20, 119, 175]","[1, 0, 0, 1]"
"[184, 11, 141, 1, 83, 430, 8, 47, 1, 243, 645, 65, 139]","[0, 1, 0, 0]"
"[266, 48, 14, 126, 189]","[1, 0, 0, 1]"
"[105, 67, 2293, 30, 109, 211]","[1, 0, 0, 0]"
"[55, 368, 26, 6, 1, 3, 5, 263, 4, 35, 8, 44, 72]","[1, 0, 0, 1]"
"[14, 9, 1, 3, 53, 22, 132, 217]","[1, 0, 0, 1]"
"[85, 23, 16, 107, 440, 16, 186, 638, 217, 23, 31, 18, 1439, 13, 304, 76, 23, 395]","[1, 0, 0, 0]"
"[32, 11, 305, 533, 10, 72, 114, 26, 1, 10, 81, 36]","[0, 1, 0, 1]"
"[921, 37, 1, 3, 43, 79]","[1, 0, 0, 0]"
"[23, 31, 18, 303, 20, 118, 17, 32, 5, 44]","[1, 0, 0, 1]"
"[1, 103, 516, 2, 12, 62, 60, 66, 54, 237, 143, 380, 6, 1, 10, 32, 224, 12, 103, 62, 74]","[0, 0, 1, 1]"
"[16, 1, 59, 142, 342, 31]","[0, 1, 0, 0]"
"[154, 24, 13, 56, 24, 431, 56, 157, 1, 27, 107, 140, 7, 356, 85, 210, 257, 8, 27]","[0, 1, 0, 0]"
"[172, 2, 1, 384, 384]","[1, 0, 0, 1]"
"[15, 28, 45, 1398, 109, 14, 2257, 443]","[1, 0, 1, 0]"
"[106, 98, 66, 42, 401, 8, 6, 104, 21]","[0, 0, 1, 1]"
"[7, 46, 17, 56, 24, 60, 7, 3, 64, 25, 22, 86]","[0, 0, 1, 1]"
"[23, 11, 34, 52, 1, 3, 28, 124, 20, 6, 1, 77]","[0, 1, 0, 1]"
"[106, 24, 790, 10, 19, 284, 8, 14]","[0, 0, 1, 1]"
"[32, 26, 10, 15, 10, 270, 27, 103, 315, 148]","[0, 0, 1, 0]"
"[132, 7, 40, 1, 3, 316, 184, 11, 19, 1, 3, 204]","[0, 1, 0, 0]"
"[2, 14, 9, 104, 42, 104, 237, 19, 249, 81, 36]","[0, 0, 1, 1]"
"[63, 184, 11, 104, 141, 291, 286, 327, 52, 193, 440, 63, 973, 65, 139]","[0, 1, 0, 0]"
"[112, 168, 645, 420, 44]","[1, 0, 0, 0]"
"[145, 23, 534, 15, 39, 11, 62, 48]","[0, 1, 0, 0]"
"[44, 17, 51, 46, 17, 60, 10, 24, 51, 38, 3, 64, 25, 415, 261, 81, 36, 24]","[0, 0, 0, 1]"
"[106, 41, 4, 247, 247, 46, 137]","[0, 0, 0, 1]"
"[29, 7, 1, 3, 16, 88, 27, 38, 345, 11, 28]","[0, 1, 0, 0]"
"[32, 72, 104, 21, 120, 938, 406, 42, 40, 1, 10]","[0, 0, 1, 0]"
"[14, 9, 105, 28, 302, 22, 117]","[1, 0, 0, 1]"
"[7, 23, 221, 18, 268, 267, 12, 498, 140, 37, 45, 28, 27, 65, 1053, 11]","[1, 0, 0, 0]"
"[29, 1, 3, 53, 27, 116, 596]","[1, 0, 0, 0]"
"[6, 70, 466, 63, 37, 1, 3, 64, 127]","[1, 0, 0, 0]"
"[3, 64, 75, 203, 210, 1088, 81, 36]","[1, 0, 0, 0]"
"[33, 14, 86, 419, 41, 5, 4, 740, 702]","[0, 0, 0, 1]"
"[6, 31, 52, 80, 176, 206, 52, 1, 134, 1, 83]","[0, 1, 0, 1]"
"[125, 22, 15, 19, 2294, 35, 118]","[0, 0, 1, 0]"
"[33, 14, 43, 152, 35, 8]","[0, 0, 0, 1]"
"[7, 6, 11, 305, 418, 365, 452, 16, 88, 41, 140, 692, 40, 113, 63, 1, 3, 90, 536, 530, 159]","[0, 1, 0, 1]"
"[7, 6, 11, 19, 39, 6, 3, 65, 88, 9, 40, 37, 5, 146, 11, 21, 349, 443, 443, 358, 23, 4, 310, 54, 1082, 170, 20, 11, 365, 38, 227, 1732]","[0, 1, 0, 1]"
"[174, 6, 713, 13, 4, 114, 84, 214, 53]","[1, 0, 0, 1]"
"[4, 364, 238, 28, 1, 1455, 996, 408, 30, 6, 11]","[1, 0, 0, 1]"
"[43, 4, 209, 42, 311]","[1, 0, 0, 0]"
"[33, 155, 4, 5, 2, 35]","[0, 0, 0, 1]"
"[33, 129, 26, 23, 4, 1, 114, 81, 36, 35]","[0, 0, 0, 1]"
"[2, 6, 4, 34, 117, 23, 176, 18, 192]","[0, 1, 0, 0]"
"[13, 2, 14, 240, 155, 592, 4, 38, 1, 180, 137, 319]","[0, 0, 0, 1]"
"[220, 31, 96, 160, 160, 20, 82, 144, 31, 21, 37, 45, 28]","[1, 0, 0, 0]"
"[184, 11, 6, 1, 3, 77, 52]","[0, 1, 0, 0]"
"[2, 161, 22, 15, 1, 83, 186, 211, 4, 2, 28, 15, 1, 83]","[0, 0, 1, 1]"
"[62, 211, 63, 6, 1, 2128, 21, 60, 249, 237, 1, 10, 139, 94, 66, 415, 95, 21]","[0, 0, 1, 1]"
"[7, 74, 1, 3, 4, 54, 537, 256, 5, 130, 23, 4, 54, 20, 1, 3, 74, 1, 255, 53, 2]","[1, 0, 0, 1]"
"[1, 3, 5, 65, 42]","[1, 0, 0, 0]"
"[126, 189, 19, 271, 14]","[1, 0, 0, 0]"
"[124, 13, 2, 7, 23, 16, 9, 1, 3, 28]","[0, 1, 0, 1]"
"[2, 8, 33, 14, 1195, 155, 1, 45, 106, 158, 8, 171, 1, 53]","[1, 0, 0, 1]"
"[3, 1, 219, 53, 5, 575, 65]","[1, 0, 0, 0]"
"[2, 6, 11, 37, 1, 59, 180, 227, 213, 480]","[0, 1, 0, 1]"
"[423, 66, 42, 10, 5, 2, 8]","[0, 0, 1, 0]"
"[2, 35, 33, 14, 17, 7, 46, 17, 4, 89, 2, 13]","[0, 0, 0, 1]"
"[173, 7, 1, 36, 58, 62, 201, 124, 13, 2, 433, 363, 238, 67, 150, 30, 117, 69, 31, 187]","[1, 0, 0, 1]"
"[22, 15, 104, 15, 182, 15]","[0, 0, 1, 0]"
"[2, 15, 25, 205, 15, 2, 601, 2295, 1, 612, 999]","[0, 0, 1, 1]"
"[106, 48, 3, 4, 50, 47]","[0, 0, 0, 1]"
"[51, 36, 58, 200, 60, 2, 13, 174, 17, 201, 51, 6, 716, 25, 9, 37, 25, 1205]","[1, 0, 0, 1]"
"[2, 70, 257, 214, 121, 54, 79]","[1, 0, 0, 0]"
"[106, 16, 18, 248, 361, 166, 4, 100, 24, 263, 28, 361, 381, 24, 321, 112]","[0, 1, 0, 1]"
"[617, 61, 3, 4, 628, 9, 49, 3, 4, 12, 100]","[0, 0, 1, 0]"
"[254, 821, 447, 33, 458, 1225, 19, 10, 12, 78, 642, 882, 8, 1, 56, 409, 54]","[1, 0, 0, 0]"
"[66, 1127, 456, 1, 10, 390, 30, 156, 11]","[1, 0, 0, 0]"
"[2, 8, 33, 174, 112, 216, 5, 115, 32, 44, 72]","[1, 0, 0, 1]"
"[15, 3, 1, 26, 1, 67, 19, 1, 1169, 19, 274, 47, 74, 112, 45, 121, 79, 42, 6, 80, 80, 5, 92, 1, 23, 263, 37, 149, 89, 220, 1, 358, 17, 159, 2]","[1, 0, 1, 1]"
"[24, 2, 308, 286, 76, 4, 55, 20, 3, 1445, 95, 3, 53, 2, 24, 13, 81, 36, 24]","[0, 0, 0, 1]"
"[33, 1688, 41, 194, 12, 1451, 4, 15]","[0, 0, 1, 0]"
"[260, 126, 198, 22, 12, 77]","[0, 0, 0, 1]"
"[302, 69, 176, 9, 51, 119, 240, 58, 432, 7, 6, 64, 2, 5, 185, 1275, 81, 36]","[0, 0, 0, 1]"
"[1, 77, 1, 3, 64, 572, 42]","[0, 0, 1, 1]"
"[70, 45, 376, 108, 364, 41, 741, 127, 130]","[1, 0, 0, 0]"
"[2, 1, 83, 53, 23, 79, 37, 39, 16, 2, 233]","[0, 1, 0, 1]"
"[23, 16, 9, 1, 3, 5, 11, 636, 52, 273]","[0, 1, 0, 1]"
"[36, 62, 27, 201, 7, 455, 40, 1, 10, 120, 143, 8, 27, 154, 103, 62, 10, 1161, 143, 9, 63, 40, 1, 10, 29, 154]","[0, 0, 1, 1]"
"[7, 36, 58, 60, 49, 78, 66, 143, 406, 42, 94, 1, 10, 49, 21, 66, 12, 68, 26, 143, 47, 406, 42, 6, 10, 69, 7, 36, 58]","[0, 0, 1, 1]"
"[366, 23, 4, 25, 228, 23, 4, 15, 2, 603, 61, 10, 182, 4, 6, 186, 15, 510, 2, 603]","[0, 0, 1, 1]"
"[1461, 14, 93, 10, 423, 5, 35, 81, 36]","[0, 0, 1, 1]"
"[2, 14, 9, 26, 3, 387, 47, 72]","[0, 0, 1, 1]"
"[106, 14, 2, 321, 28, 43, 24]","[0, 0, 0, 1]"
"[24, 14, 3, 4, 12, 5, 165, 101, 50, 106, 24, 38, 7, 36, 58, 497, 106, 24]","[0, 0, 0, 1]"
"[2, 14, 17, 73, 162, 10, 12, 39, 5, 11]","[0, 1, 0, 1]"
"[84, 800, 265, 22, 15, 72, 132]","[0, 0, 1, 0]"
"[1022, 15, 28, 569]","[0, 0, 1, 1]"
"[23, 16, 18, 20, 141, 34, 241, 111, 544, 305, 533, 56, 6, 16, 1, 10, 390, 4, 75, 130, 56, 5, 42, 401, 15, 113, 388, 1694, 370, 584]","[0, 1, 1, 1]"
"[67, 77, 24, 274, 505, 229, 20, 213, 118, 1235]","[1, 0, 1, 0]"
"[87, 17, 2, 8, 145, 39, 31, 18, 8, 48]","[0, 1, 0, 1]"
"[206, 1656, 5, 18, 361, 117, 144, 29, 297, 2, 1, 3, 74]","[1, 0, 0, 1]"
"[2, 8, 87, 22, 15, 6, 885, 21]","[1, 0, 1, 1]"
"[2, 45, 28, 1, 83]","[1, 0, 0, 1]"
"[14, 9, 22, 15]","[0, 0, 1, 1]"
"[174, 145, 6, 251, 18, 49, 1, 59, 27, 251, 18, 12, 128, 56, 128, 1115, 33, 174]","[0, 1, 0, 1]"
"[15, 182, 1, 640, 67, 17, 1377, 124]","[0, 0, 1, 1]"
"[22, 15, 228, 397, 25, 37, 4, 15, 80]","[0, 0, 1, 1]"
"[2, 14, 17, 19, 1, 43, 549]","[0, 0, 0, 1]"
"[326, 1609, 46, 213, 19, 45, 169]","[1, 0, 0, 0]"
"[1, 180, 53, 13, 2, 3, 4, 1056, 75, 56, 36, 2006]","[0, 0, 0, 1]"
"[145, 6, 15, 1, 3, 163, 21]","[1, 0, 1, 0]"
"[38, 111, 28, 2, 195, 250]","[1, 0, 0, 1]"
"[2, 14, 9, 15, 125, 22, 78, 98, 156, 36, 58, 27]","[0, 0, 1, 1]"
"[25, 25, 8, 734, 93, 1, 103, 5, 2, 68, 115, 28]","[0, 0, 1, 0]"
"[2, 14, 7, 46, 86, 19, 1017, 504, 107, 513, 89, 194, 68, 1724]","[0, 0, 0, 1]"
"[51, 73, 36, 58, 60, 51, 6, 31, 18, 1013, 5, 1669, 9, 82, 90, 2, 13, 51, 49, 146, 31, 18, 57, 21]","[0, 1, 0, 1]"
"[32, 35, 5, 514, 21, 43, 5, 152, 574, 5, 69, 1, 3, 152, 35, 8]","[1, 0, 0, 0]"
"[32, 17, 24, 22, 17, 15, 19, 208, 1, 83, 95, 416, 65, 348, 5, 115, 72, 32]","[1, 0, 1, 1]"
"[2, 8, 14, 17, 51, 46, 64, 24, 5, 136, 133, 17, 110, 51, 924, 2092, 158, 133, 17, 264, 55, 64, 438, 6, 275, 14, 47]","[0, 0, 0, 1]"
"[29, 1, 3, 16, 34, 52, 21, 7, 70, 16, 34, 52, 62, 63, 29, 1, 3, 21]","[0, 1, 0, 0]"
"[26, 3, 115, 637, 8]","[1, 0, 0, 0]"
"[99, 261, 10, 9, 40, 35, 8, 28]","[1, 0, 0, 0]"
"[29, 41, 75, 12, 247, 14, 39, 16]","[0, 1, 0, 0]"
"[95, 6, 31, 57, 29, 1, 3, 4, 1371, 495, 277]","[0, 1, 0, 1]"
"[14, 2, 8, 3, 4, 179, 50, 56, 292]","[0, 0, 1, 1]"
"[51, 16, 57, 246, 17, 63, 24, 6, 450, 56, 91, 267, 294, 43, 104, 450, 56, 91, 1381, 19, 697, 1, 573, 257, 21, 16]","[0, 0, 1, 1]"
"[1, 255, 53, 1597, 183, 1117, 822, 1, 83, 45, 28, 6, 53, 80, 80, 92, 45]","[1, 0, 0, 1]"
"[184, 11, 5, 288, 110, 244, 20, 34, 2, 13, 62, 11, 34, 52, 211, 425, 228, 407]","[0, 1, 0, 1]"
"[1, 711, 6, 16, 49, 20, 22, 111, 8, 68, 80, 12, 1719, 153, 2064]","[1, 0, 0, 1]"
"[266, 129, 60, 5, 121, 1, 3, 4, 42, 9, 49, 3, 4, 5, 136]","[0, 0, 0, 1]"
"[6, 31, 18, 9, 1, 3, 34, 74]","[0, 1, 0, 1]"
"[134, 154, 3, 4, 93, 295, 1029]","[0, 1, 0, 0]"
"[13, 29, 304, 52, 7, 151, 774, 134, 43, 31, 9, 37, 1, 3]","[0, 1, 0, 0]"
"[106, 158, 2, 24, 129, 7, 41, 806, 25, 4, 424, 165]","[0, 0, 0, 1]"
"[106, 158, 2, 13, 39, 258, 53, 26, 1, 3, 171]","[0, 0, 0, 1]"
"[2, 14, 9, 178, 10, 111]","[1, 0, 0, 1]"
"[66, 208, 208, 19, 1, 10, 271]","[1, 0, 0, 0]"
"[26, 3, 41, 12, 209, 447, 1, 255, 16]","[0, 1, 0, 0]"
"[1, 243, 194, 856, 23, 64, 50, 599, 561, 20, 1, 3, 10, 4, 370, 71, 2237, 89, 214, 1733, 1018, 1452]","[0, 1, 0, 1]"
"[45, 19, 126, 1168, 33, 1, 416]","[1, 0, 0, 0]"
"[6, 660, 660, 4, 15, 181, 594, 8, 216, 11, 47, 43, 4]","[0, 1, 1, 0]"
"[14, 86, 3, 4, 66, 42, 119, 158, 309, 1734]","[0, 0, 0, 1]"
"[73, 26, 4, 50, 21, 306, 46, 105, 38, 43, 51, 36, 58, 62, 27, 160]","[1, 0, 0, 1]"
"[211, 43, 4, 421, 47, 3, 420, 188]","[0, 0, 0, 1]"
"[2207, 154, 29, 276, 51, 4, 25, 404, 89, 147, 10, 272, 216, 181, 29, 82, 51, 23, 4, 147, 37, 216, 24, 27]","[0, 0, 1, 0]"
"[124, 48, 2241, 262, 194, 217, 6, 5, 544, 305, 533, 593, 669, 9, 1, 3, 206, 61, 16]","[0, 1, 0, 1]"
"[6, 5, 11, 5, 792, 9, 18, 1, 59, 1, 83]","[0, 1, 0, 1]"
"[7, 53, 28, 34, 191, 64, 396, 75, 12, 54, 69, 200, 182, 6, 1, 3, 94, 29, 39, 85, 48]","[1, 0, 0, 0]"
"[2, 106, 3, 4, 108, 12, 6, 151]","[1, 0, 0, 1]"
"[2, 14, 93, 12, 137, 164, 89, 25, 113, 35, 10, 5, 136]","[0, 0, 1, 1]"
